,Product Name,Price,Rating,Features
0,"realme 11x 5G (Purple Dawn, 128 GB)","₹15,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
1,"realme 11x 5G (Purple Dawn, 128 GB)","₹14,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
2,"realme 11x 5G (Midnight Black, 128 GB)","₹14,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
3,"realme C53 (Champion Gold, 64 GB)","₹10,999",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
108MP + 2MP | 8MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
4,"realme 11x 5G (Midnight Black, 128 GB)","₹15,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
5,"realme C53 (Champion Black, 64 GB)","₹10,999",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
108MP + 2MP | 8MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
6,"realme C51 (Mint Green, 64 GB)","₹8,999",4.6,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
50MP + 0.08MP | 5MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
7,"realme C51 (Carbon Black, 64 GB)","₹8,999",4.6,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
50MP + 0.08MP | 5MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
8,"realme C53 (Champion Black, 128 GB)","₹9,999",4.1,"4 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
108MP + 2MP | 8MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
9,"realme C53 (Champion Gold, 128 GB)","₹9,999",4.1,"4 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD Display
108MP + 2MP | 8MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
10,"realme C55 (Rainforest, 128 GB)","₹13,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
11,"realme C55 (Rainy Night, 128 GB)","₹13,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
12,"realme C55 (Rainforest, 64 GB)","₹11,999",4.3,"6 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
13,"realme C55 (Sunshower, 64 GB)","₹10,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
14,"realme C55 (Rainforest, 64 GB)","₹10,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
15,"realme C55 (Rainy Night, 64 GB)","₹10,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
16,"realme C55 (Sunshower, 128 GB)","₹13,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
17,"realme C55 (Sunshower, 64 GB)","₹11,999",4.3,"6 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
18,"realme C55 (Rainy Night, 64 GB)","₹11,999",4.3,"6 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
64MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G88 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
19,"realme C30 (Denim Black, 32 GB)","₹5,999",4.2,"2 GB RAM | 32 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
20,"realme C30 (Denim Black, 32 GB)","₹6,499",4.1,"3 GB RAM | 32 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
21,"realme C30 (Lake Blue, 32 GB)","₹6,499",4.1,"3 GB RAM | 32 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
22,"realme 10 (Clash White, 128 GB)","₹14,499",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
50MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Helio G99 Octa Core Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
23,"realme 10 (Rush Black, 64 GB)","₹10,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
50MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Helio G99 Octa Core Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
24,"realme 11 5G (Glory Gold, 256 GB)","₹19,999",4.3,"8 GB RAM | 256 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
25,"realme 11 5G (Glory Gold, 128 GB)","₹18,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
26,"realme 11 5G (Glory Black, 128 GB)","₹18,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 6100+ Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
27,"realme Narzo N53 (Feather Gold, 128 GB)","₹11,569",4.2,"6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
28,"realme Narzo N53 (Feather Black, 64 GB)","₹9,889",4.2,"4 GB RAM | 64 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
29,"realme Narzo N53 (Feather Black, 128 GB)","₹12,999",4.2,"6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
30,"realme Narzo N53 (Feather Gold, 64 GB)","₹9,622",4.2,"4 GB RAM | 64 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
31,"realme 10 (Clash White, 64 GB)","₹10,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
50MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Helio G99 Octa Core Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
32,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹17,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
33,"realme 10 Pro 5G (Dark Matter, 128 GB)","₹17,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
34,"realme 10 (Clash White, 128 GB)","₹14,499",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
50MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Helio G99 Octa Core Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
35,"realme Narzo N55 (Prime Blue, 64 GB)","₹10,938",4.2,"4 GB RAM | 64 GB ROM
17.07 cm (6.72 inch) Display
64MP Rear Camera
5000 mAh Battery
1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
36,"realme 10 Pro 5G (Nebula Blue, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
37,"realme 10 Pro 5G (Dark Matter, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
38,"realme 10 Pro 5G (Nebula Blue, 128 GB)","₹17,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
39,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
108MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 695 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
40,"realme 10 (Rush Black, 128 GB)","₹14,499",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
50MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Helio G99 Octa Core Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
41,"realme 11 Pro 5G (Astral Black, 256 GB)","₹24,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
42,"realme 11 Pro 5G (Sunrise Beige, 256 GB)","₹24,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
43,"realme 11 Pro 5G (Astral Black, 256 GB)","₹27,999",4.3,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
44,"realme 11 Pro+ 5G (Oasis Green, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
45,"realme 11 Pro+ 5G (Oasis Green, 256 GB)","₹27,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
46,"realme Narzo N55 (Prime Blue, 128 GB)","₹12,790",4.3,"6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Display
64MP Rear Camera
5000 mAh Battery
1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
47,"realme Narzo N55 (Prime Black, 128 GB)","₹12,858",4.3,"6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Display
64MP Rear Camera
5000 mAh Battery
1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
48,"realme 11 Pro 5G (Oasis Green, 256 GB)","₹24,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
49,"realme 11 Pro 5G (Astral Black, 128 GB)","₹23,999",4.3,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
50,"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
51,"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","₹27,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
52,"realme Narzo N55 (Prime Black, 64 GB)","₹11,288",4.2,"4 GB RAM | 64 GB ROM
17.07 cm (6.72 inch) Display
64MP Rear Camera
5000 mAh Battery
1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
53,"realme 11 Pro 5G (Oasis Green, 128 GB)","₹23,999",4.3,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
54,"realme 11 Pro+ 5G (Astral Black, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
55,"realme 11 Pro+ 5G (Astral Black, 256 GB)","₹27,999",4.3,"8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
200MP (OIS) + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
56,"realme 11 Pro 5G (Sunrise Beige, 128 GB)","₹23,999",4.3,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
57,"realme Narzo 60 5g (Cosmic Black, 256 GB)","₹20,037",4.3,"8 GB RAM | 256 GB ROM
16.33 cm (6.43 inch) Display
64MP Rear Camera
5000 mAh Battery
Domestic 1 Year of Device & 6 Months for In-Box Accessories"
58,"realme 11 Pro 5G (Sunrise Beige, 256 GB)","₹27,999",4.3,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
100MP (OIS) + 2MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7050 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
59,"realme Narzo 60 5G (Mars Orange, 128 GB)","₹17,970",4.3,"8 GB RAM | 128 GB ROM
16.33 cm (6.43 inch) Display
64MP Rear Camera
5000 mAh Battery
Domestic 1 Year of Device & 6 Months for In-Box Accessories"
60,"realme Narzo 60 5G (?Cosmic Black, 128 GB)","₹17,960",4.3,"8 GB RAM | 128 GB ROM
16.33 cm (6.43 inch) Display
64MP Rear Camera
5000 mAh Battery
Domestic 1 Year of Device & 6 Months for In-Box Accessories"
61,"realme Narzo N53 (Feather Gold, 64 GB)","₹9,899",4.2,"4 GB RAM | 64 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
62,"realme 10 Pro+ 5G (Hyperspace, 128 GB)","₹22,999",4.4,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Dimensity 1080 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
63,"realme Narzo N53 (Feather Black, 128 GB)","₹12,900",4.2,"6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
64,"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","₹21,999",4.4,"6 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Dimensity 1080 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
65,"realme 10 Pro+ 5G (Hyperspace, 128 GB)","₹21,999",4.4,"6 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Battery
Mediatek Dimensity 1080 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
66,"realme GT 2 (Steel Black, 128 GB)","₹24,999",4.3,"8 GB RAM | 128 GB ROM
16.81 cm (6.62 inch) Full HD+ AMOLED Display
50MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 888 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
67,"realme Narzo 60 5G (Mars Orange, 256 GB)","₹20,090",4.3,"8 GB RAM | 256 GB ROM
16.33 cm (6.43 inch) Display
64MP Rear Camera
5000 mAh Battery
Domestic 1 Year of Device & 6 Months for In-Box Accessories"
68,"realme GT 2 (Steel Black, 256 GB)","₹28,999",4.3,"12 GB RAM | 256 GB ROM
16.81 cm (6.62 inch) Full HD+ AMOLED Display
50MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 888 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
69,"realme Narzo 50 (Speed Black, 128 GB)","₹12,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Polymer Battery
Mediatek Helio G96 Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
70,"realme Narzo N53 (Feather Gold, 128 GB)","₹11,722",4.2,"6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
5000 mAh Battery
Domestic 1 Year on Handset and 6 Months on Accessories"
71,"realme Narzo 50 (Speed Black, 64 GB)","₹12,950",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Polymer Battery
Mediatek Helio G96 Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
72,"realme 9i (Prism Blue, 128 GB)","₹13,499",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium ion Battery
Qualcomm Snapdragon 680 (SM6225) Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
73,"realme C33 2023 (Night Sea, 128 GB)","₹10,499",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
50MP + 0.3MP | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
74,"realme 9i 5G (Soulful Blue, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium Ion Battery
Mediatek Dimensity 810 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
75,"realme Narzo 50 (Speed Black, 64 GB)","₹12,950",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Polymer Battery
Mediatek Helio G96 Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
76,"realme C33 (Aqua Blue, 64 GB)","₹9,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
50MP + 0.3MP | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
77,"realme C33 (Aqua Blue, 32 GB)","₹8,999",4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
50MP + 0.3MP | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
78,"realme C33 2023 (Sandy Gold, 128 GB)","₹10,499",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
50MP + 0.3MP | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
79,"realme C33 2023 (Aqua Blue, 128 GB)","₹10,499",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
50MP + 0.3MP | 5MP Front Camera
5000 mAh Lithium Ion Battery
Unisoc T612 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
80,"realme 9i 5G (Soulful Blue, 64 GB)","₹14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium Ion Battery
Mediatek Dimensity 810 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
81,"realme C30s (Royal Blue, 32 GB)","₹7,465",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Battery
Unisoc SC9863A/ Unisoc SC9863A1 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
82,"realme GT NEO 2 (NEO Blue, 256 GB)","₹25,999",4.4,"12 GB RAM | 256 GB ROM
16.81 cm (6.62 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 870 Processor
1 Year Warranty for Mobile and 6 Months for Accessories"
83,"realme Narzo 50i Prime (Mint Green, 64 GB)","₹8,889",4.1,"4 GB RAM | 64 GB ROM
16.51 cm (6.5 inch) Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Battery
Unisoc T612 processor Processor
1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
84,"realme 9i 5G (Metallica Gold, 64 GB)","₹14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium Ion Battery
Mediatek Dimensity 810 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
